booking_id,guest_name,email,listing_id,listing_city,checkin_date,checkout_date,nights,price_per_night,total_price,payment_status,review_score,is_cancelled
BKG-002505,MELANIE SMITH,jameskim@yahoo.com,1030,nyc,2023-12-28,2024-04-15,109,100.42,10945.78,pending,6,0
BKG-017576,RACHEL WEBER,moralesryan@pena-davis.org,1059,los angeles,2024-11-11,2025-01-13,63,339.81,21408.03,PENDING,N/A,False
BKG-012896,Monica Ward,joannerose@yahoo.com,1086,nyc,2023-09-03,2025-03-25,569,225.82,128491.58,PENDING,-1,TRUE
BKG-003687,SAMANTHA HART,carrie66@reynolds.org,1052,nyc,2025-04-11,04-25-2025,14,107.43,1504.02,pending,6,No
BKG-005589,Stacy Roth MD,jlee@hamilton-bell.com,1027,los angeles,2023-08-21,2023-12-19,seven,141.0,error,paid,,True
BKG-012377,David Mooney,anthonymorales@stephens.net,1080,San Francisco,16/11/2023,2025-05-06,537,255.6,137257.19999999998,Paid,,n
BKG-016485,Dr. Michelle Hunter DVM,jennifer00@yahoo.com,1017,new york,2025-04-12,2025-05-02,20,231.92,4638.4,Paid,N/A,1
BKG-018148,Donald Ochoa,xsantos@ward.com,1026,NYC,2024-07-14,2025-01-29,199,63.71,12678.29,Paid,-1,1
BKG-019787,annette garcia,huertagregory@thompson.com,1056,NYC,2024-03-12,2025-03-21,374,296.13,110752.62,paid,N/A,False
BKG-017124,Shane Holt,kaylee51@adams-crane.com,1012,NYC,2023-06-10,2023-06-10,0,279.33,0.0,pending,6,y
BKG-003662,,andrew09@hotmail.com,1034,nyc,2023-12-18,2024-10-11,298,363.3,108263.40000000001,pending,-1,False
BKG-002326,JORGE RODRIGUEZ,aclark@yahoo.com,1004,San Fran,2024-04-28,2024-05-19,-1,421.18,-421.18,paid,5,No
BKG-002125,CESAR WATTS,aguilarjustin@yahoo.com,1024,NYC,2024-05-10,2025-01-17,252,free,error,Unpaid,-1,y
BKG-019192,,kimberly05@hotmail.com,1079,nyc,2023-06-12,2024-12-08,seven,108.89,error,N/A,6,y
BKG-011071,erin dunn,scott91@robinson.org,1010,nyc,2024-06-04,2024-09-08,96,456.05,43780.8,,2,1
BKG-018359,JEFFREY MENDOZA,timothycox@johnson.com,1094,LA,2023-08-16,2024-01-25,162,259.63,42060.06,,-1,n
BKG-006335,,amy95@rodriguez.info,1094,SF,2023-05-28,2024-03-13,290,350.82,101737.8,N/A,N/A,n
BKG-010007,KATHLEEN ROSS,cassandra81@knight.org,1011,SF,2024-12-12,2025-04-05,114,445.49,50785.86,N/A,1,0
BKG-015551,BETTY HAYES,brittney63@turner.com,1050,NYC,2023-08-19,2024-03-02,196,407.6,79889.6,pending,-1,TRUE
BKG-004989,ROGER HAWKINS,cynthia41@yahoo.com,1059,los angeles,13/05/2024,2024-06-22,40,444.79,17791.600000000002,N/A,6,1
BKG-001199,STEVEN HARRIS,kylejones@blankenship.info,1003,Los Angeles,2024-01-10,2024-05-25,136,61.54,8369.44,Paid,4,0
BKG-019713,John Levy,richard17@brown.biz,1046,nyc,2023-09-06,2023-10-15,39,104.09,4059.51,pending,-1,1
BKG-000457,,kimberlyrodriguez@gmail.com,1091,San Francisco,2023-05-12,2024-12-24,592,462.21,273628.32,Unpaid,6,0
BKG-018967,Tyler Banks Jr.,thomas34@yahoo.com,1067,new york,2024-12-15,2025-02-24,71,175.93,12491.03,PENDING,-1,FALSE
BKG-012591,Haley Vazquez,danielperez@noble.com,1034,los angeles,2023-05-23,2023-10-19,149,291.58,43445.42,N/A,-1,False
BKG-008523,Tina Phillips,helentrujillo@hardin.com,1064,nyc,2023-04-27,2023-09-14,140,427.72,59880.8,pending,6,n
BKG-010859,,keithclark@walsh-james.biz,1087,New York,2024-05-11,2024-07-19,69,396.46,27355.739999999998,pending,1,No
BKG-016037,  Ralph Mooney  ,robertaacosta@gray.com,1070,NYC,2024-12-31,04-28-2025,118,232.34,27416.12,Paid,-1,1
BKG-008729,JENNIFER WALLACE,mlopez@hotmail.com,1066,NYC,2025-03-27,2025-04-30,34,476.24,16192.16,N/A,4,y
BKG-011828,,qvillanueva@rosario.com,1036,Los Angeles,2024-04-14,2024-08-11,119,241.41,28727.79,paid,6,Yes
BKG-014193,Michelle Velez,amitchell@robbins.info,1048,LA,2023-12-31,2024-07-04,186,490.34,91203.23999999999,PENDING,-1,0
BKG-011771,Sandra Silva,lmiller@parker-tanner.com,1029,SF,2023-08-26,2024-10-25,426,277.78,118334.27999999998,,-1,False
BKG-012303,ASHLEY MILLER,jhenry@yahoo.com,1007,LA,2023-12-10,2024-10-01,296,126.16,37343.36,Paid,6,True
BKG-003362,michael cooper,ccastro@hotmail.com,1021,NYC,2023-09-13,07-29-2024,320,348.11,111395.20000000001,pending,-1,n
BKG-008164,bruce mercado,amanda50@gmail.com,1004,LA,2025-03-22,2025-05-21,60,62.19,3731.3999999999996,PENDING,6,y
BKG-015051,ANTHONY HANSON,oliviatorres@gmail.com,1074,New York,2024-09-10,2025-02-13,156,free,error,PENDING,-1,False
BKG-003323,jonathan jackson,murphyjoshua@alexander-gutierrez.org,1016,SF,2023-06-30,2024-01-07,191,158.03,30183.73,pending,N/A,Yes
BKG-003745,lauren gay,yhaynes@hotmail.com,1039,San Francisco,2025-04-12,2025-04-17,5,63.93,319.65,PENDING,-1,1
BKG-016603,  Brooke Reyes  ,thomasdavila@white.com,1051,los angeles,2023-07-18,2025-03-31,622,343.97,213949.34000000003,Paid,6,No
BKG-019048,BRANDY NORTON,luis16@gmail.com,1053,San Francisco,2024-09-02,2025-03-10,189,215.24,40680.36,Paid,N/A,TRUE
BKG-019232,  Benjamin Mueller  ,jessicawoodard@gmail.com,1071,new york,14/04/2025,2025-04-27,13,160.45,2085.85,PENDING,N/A,False
BKG-018633,JOSHUA PRICE,ariasashley@hotmail.com,1099,NYC,2023-11-03,2024-05-05,184,458.16,84301.44,Paid,4,0
BKG-000258,Nathan Nelson,david02@brock.biz,1026,San Fran,2025-04-25,2023-06-14,-681,458.1,-311966.10000000003,N/A,,No
BKG-002117,,wellsshaun@murphy.com,1083,New York,2023-11-22,2024-09-30,313,362.74,113537.62000000001,Paid,N/A,0
BKG-012959,,foxaaron@hotmail.com,1055,San Fran,2023-08-07,2025-03-13,584,312.26,182359.84,paid,N/A,y
BKG-000668,MARK GOMEZ,westashley@chavez.org,1019,Los Angeles,2024-07-04,2025-04-07,277,171.99,47641.23,pending,3,Yes
BKG-001162,Elizabeth Hall,,1015,NYC,2023-12-22,2023-12-27,5,204.18,1020.9000000000001,pending,-1,True
BKG-006503,Evan Fuentes,marymeadows@gmail.com,1063,San Francisco,2024-02-08,2024-11-26,292,262.23,76571.16,pending,N/A,y
BKG-005098,Adam Ayala,joseph70@yahoo.com,1060,new york,2024-12-26,2025-04-26,121,461.82,55880.22,pending,,No
BKG-012543,,melissapalmer@calderon-zimmerman.org,1016,nyc,2024-07-11,2025-03-20,252,,error,PENDING,6,True
BKG-002722,  Darrell Adams  ,russellelizabeth@colon.com,1019,los angeles,2025-01-12,2025-05-15,123,107.38,13207.74,pending,4,y
BKG-005764,ALICE HOLMES,emily04@yoder-avila.com,1037,SF,2023-11-05,2023-11-05,0,265.48,0.0,pending,-1,False
BKG-006650,Henry Williams,maria40@gregory.info,1005,new york,2024-03-11,2024-03-14,3,434.31,1302.93,Paid,,n
BKG-004699,  Robert Gray  ,clarkkevin@hotmail.com,1035,San Fran,2023-09-21,2024-06-02,255,338.97,86437.35,,6,True
BKG-007204,CAROL DUNCAN,patricia47@gonzalez.org,1022,NYC,2023-07-29,2024-05-16,292,99.68,29106.56,,N/A,TRUE
BKG-001219,  Karen Porter  ,amy33@hotmail.com,1047,San Fran,2023-09-01,2023-10-04,33,61.56,2031.48,PENDING,N/A,False
BKG-000431,christine henry,dowen@grant-hurley.biz,1025,LA,2025-01-19,2025-03-31,71,111.43,7911.530000000001,PENDING,,0
BKG-006311,Kayla Mcdowell,swiley@mercado.com,1077,San Francisco,2023-05-17,2025-03-28,681,361.53,246201.93,paid,6,Yes
BKG-005154,  Stephanie Ellis  ,craig83@boyle-gutierrez.org,1052,NYC,2023-10-06,2024-03-25,171,289.38,49483.979999999996,Paid,6,No
BKG-019479,,ericahorton@farrell-gardner.com,1059,New York,2024-05-26,2025-02-17,267,323.77,86446.59,PENDING,5,1
BKG-000681,,romancatherine@yahoo.com,1019,New York,2024-07-22,2024-08-08,17,433.41,7367.97,Unpaid,4,No
BKG-013354,lauren sutton,veronicagibson@yahoo.com,1086,los angeles,2025-04-21,2025-05-14,23,330.15,7593.45,Paid,N/A,Yes
BKG-007885,,wilsonkevin@hotmail.com,1025,Los Angeles,2024-06-29,2025-01-17,202,167.3,33794.600000000006,N/A,,n
BKG-012279,GABRIEL BROWN,michaeldecker@yahoo.com,1048,Los Angeles,2025-04-07,2025-05-11,34,482.1,16391.4,Unpaid,N/A,No
BKG-014293,KENNETH SMITH,craigcruz@davis.com,1030,San Fran,2024-06-05,2024-09-24,111,81.23,9016.53,Unpaid,3,No
BKG-010690,nicholas garrett,piercejason@mcclain.com,1040,New York,2024-04-18,2024-08-30,134,398.34,53377.56,PENDING,5,1
BKG-003806,Janice Lopez,,1017,NYC,2024-11-22,2025-05-12,171,387.41,66247.11,paid,-1,0
BKG-004291,,nortonerica@medina.info,1063,Los Angeles,2024-02-29,2024-03-26,26,237.92,6185.92,Paid,4,1
BKG-011743,Jessica Peterson,colegina@hotmail.com,1041,San Francisco,2024-03-30,2024-07-04,96,222.41,21351.36,pending,-1,y
BKG-013254,Amanda Cardenas,,1087,San Fran,2023-11-06,2024-09-04,303,142.17,43077.509999999995,paid,6,1
BKG-004528,Anthony Key,andrew66@williams-hughes.com,1085,LA,2023-05-06,2024-06-09,400,,error,Unpaid,N/A,TRUE
BKG-002694,,matthew17@george-williams.com,1092,Los Angeles,2024-05-30,2024-09-22,115,140.77,16188.550000000001,PENDING,4,1
BKG-016047,ZACHARY SANDERS,derekfisher@gmail.com,1052,LA,2024-06-07,2024-11-09,155,367.4,56947.0,PENDING,N/A,0
BKG-019695,Donna Perez,debbiecruz@gmail.com,1064,New York,2025-02-10,2025-02-13,3,365.29,1095.8700000000001,Unpaid,6,False
BKG-014673,cory baldwin,smithgary@simpson.net,1034,NYC,2025-02-24,2025-04-15,50,477.47,23873.5,paid,6,n
BKG-014554,MICHAEL BARKER,jessica06@gmail.com,1008,New York,2024-04-07,2024-05-01,24,391.9,9405.599999999999,,-1,False
BKG-018235,Heidi Sawyer,,1054,San Francisco,2023-09-23,2023-11-22,60,431.43,25885.8,paid,,1
BKG-019976,KAITLIN MCMAHON,vbrown@yahoo.com,1078,NYC,2024-12-18,2025-01-28,41,213.26,8743.66,pending,N/A,No
BKG-012304,GRANT COLLINS,nicole54@hotmail.com,1047,NYC,2024-02-12,2024-10-06,237,222.64,52765.68,paid,N/A,FALSE
BKG-009134,brandon villegas,pwells@luna-johnson.com,1047,NYC,2024-02-17,2024-02-19,2,N/A,error,PENDING,-1,Yes
BKG-011262,  Julie Smith  ,millerrichard@robles.com,1068,nyc,2024-12-21,2025-02-23,64,164.64,10536.96,PENDING,6,1
BKG-014608,HEATHER WALKER,kimberly19@williams.biz,1088,New York,2025-01-15,2025-05-20,125,115.94,14492.5,pending,6,TRUE
BKG-000315,JANET JOHNSON,stephanie58@smith.com,1051,LA,2023-10-14,2025-04-04,538,209.09,112490.42,pending,,False
BKG-014362,allison edwards,hoffmanstephen@cooke.info,1034,Los Angeles,2024-03-05,2025-04-22,413,251.86,104018.18000000001,,6,TRUE
BKG-014628,,sarahbrown@hotmail.com,1100,San Fran,2023-09-10,2024-04-19,222,386.32,85763.04,PENDING,3,0
BKG-019448,Jesse Burke,marcushernandez@randolph-lee.net,1076,Los Angeles,2023-11-21,2024-03-28,128,105.47,13500.16,pending,5,TRUE
BKG-019454,  Richard Hopkins  ,halljohn@hotmail.com,1038,San Francisco,2024-06-11,2024-08-06,56,104.97,5878.32,paid,,n
BKG-001419,,robert14@gmail.com,1042,nyc,2024-10-13,2025-02-04,114,106.17,12103.380000000001,Paid,,FALSE
BKG-017847,,whitebryan@smith.info,1050,nyc,2024-06-05,2024-12-20,198,78.49,15541.019999999999,Unpaid,-1,0
BKG-019389,MICHELLE GONZALEZ,cortezmaria@hotmail.com,1040,SF,2024-01-30,2024-12-02,307,189.48,58170.35999999999,pending,N/A,True
BKG-018324,MIGUEL HALL,holtedwin@larson-vaughn.com,1058,SF,2025-02-26,2025-04-01,34,451.38,15346.92,,N/A,n
BKG-014866,MARY DUNN,btownsend@yahoo.com,1065,los angeles,2024-08-28,2024-11-07,71,185.69,13183.99,pending,3,FALSE
BKG-009739,Antonio Miller,krystaltaylor@yahoo.com,1089,SF,2023-04-22,2024-11-09,567,446.88,253380.96,N/A,,FALSE
BKG-006958,rebecca fuentes md,ygreen@gmail.com,1072,New York,2023-07-24,2024-02-23,214,122.4,26193.600000000002,,-1,True
BKG-006756,Jason Newman,doylesarah@brown.net,1052,nyc,2023-12-23,2024-12-11,354,460.45,162999.3,paid,2,1
BKG-010753,,nelsonjonathon@cook-mcbride.org,1066,San Fran,2023-05-17,2024-12-22,585,398.13,232906.05,paid,N/A,Yes
BKG-013744,eduardo caldwell,hudsoncrystal@young-kelley.com,1057,nyc,2024-11-21,2025-02-03,74,307.28,22738.719999999998,Unpaid,N/A,TRUE
BKG-003978,Jeffery Barnes,hocarolyn@lopez.com,1018,San Francisco,2025-01-07,03-06-2025,58,429.75,24925.5,,5,Yes
BKG-006692,laura keller,katherinereyes@yahoo.com,1005,NYC,2024-06-11,2025-01-04,207,244.45,50601.149999999994,Unpaid,6,1
BKG-011942,  Steven Smith  ,lyncholivia@caldwell.com,1077,New York,2024-06-05,2024-11-12,160,396.86,63497.600000000006,paid,-1,TRUE
BKG-008723,  Michael Welch  ,gordonchad@mcdaniel.com,1025,SF,2025-01-15,2025-02-13,29,265.15,7689.349999999999,Unpaid,4,True
BKG-008091,Kristin Simmons,joshuabrown@cruz.com,1048,San Fran,2024-01-17,2024-05-08,112,414.16,46385.920000000006,pending,N/A,FALSE
BKG-014187,Roger Anderson,,1034,los angeles,2023-12-13,2024-11-12,335,362.87,121561.45,PENDING,N/A,FALSE
BKG-015427,DAVID ROGERS,bailey33@hogan.com,1000,San Francisco,2023-11-01,2024-01-28,88,335.51,29524.879999999997,PENDING,N/A,True
BKG-000286,monica baker,john06@hotmail.com,1038,SF,2024-06-21,2025-05-13,326,227.8,74262.8,PENDING,-1,FALSE
BKG-017185,,webercheryl@yahoo.com,1023,new york,2023-07-09,2024-05-18,314,347.38,109077.31999999999,PENDING,6,False
BKG-017491,SUSAN THOMAS,dale78@gmail.com,1004,San Francisco,2023-09-24,2024-04-01,190,80.47,15289.3,PENDING,6,True
BKG-003488,debra barber,erindavis@wolfe.biz,1085,LA,23/09/2024,2024-12-23,-1,133.87,-133.87,Unpaid,3,False
BKG-017383,CHRISTOPHER MCKNIGHT,masseysusan@bradshaw.info,1014,NYC,2024-04-20,07-08-2024,79,464.26,36676.54,pending,,TRUE
BKG-008447,Lisa Delgado,hallmargaret@hotmail.com,1054,New York,2024-09-14,2025-02-09,148,86.07,12738.359999999999,Unpaid,6,y
BKG-010533,Angela Shaw,parkerkenneth@yahoo.com,1050,New York,2025-01-09,05-06-2025,117,415.39,48600.63,paid,6,Yes
BKG-009014,,cynthiadougherty@patrick.net,1083,nyc,2024-11-24,2025-01-23,60,148.6,8916.0,N/A,-1,FALSE
BKG-009929,  Kevin Cooper  ,joann26@hotmail.com,1090,New York,2023-10-29,2023-12-19,51,155.44,7927.44,PENDING,-1,0
BKG-000293,Michael Harris,luis11@hawkins-arnold.com,1002,San Francisco,2024-05-29,2024-11-22,177,396.14,70116.78,Paid,N/A,y
BKG-016991,jeremy george,brandonwu@mills.com,1068,nyc,2024-09-01,2025-03-27,207,399.53,82702.70999999999,pending,,TRUE
BKG-011008,  Michaela Santos  ,geraldgoodman@hotmail.com,1046,SF,2025-03-18,2025-03-04,-14,138.76,-1942.6399999999999,,6,TRUE
BKG-014769,gregory carter,reynoldsmelissa@gmail.com,1074,Los Angeles,2024-05-29,2024-11-26,181,197.75,35792.75,paid,,1
BKG-018852,JOSEPH MORALES,tmoore@baker.net,1028,new york,2025-01-14,2025-02-27,44,93.96,4134.24,Paid,,1
BKG-004417,Christine Johnson,joanne79@rivera.com,1033,new york,2024-05-12,2024-08-06,86,112.25,9653.5,paid,6,0
BKG-003077,  Lindsay Saunders  ,kmiller@king-hahn.com,1040,los angeles,2024-05-27,2024-09-25,121,359.57,43507.97,Unpaid,4,Yes
BKG-003189,  Tyler Frederick  ,richard86@gmail.com,1093,Los Angeles,2024-04-28,2024-09-03,128,337.28,43171.84,pending,6,TRUE
BKG-007502,,,1004,NYC,2024-06-10,2024-11-09,152,299.7,45554.4,paid,2,False
BKG-016360,Janet Murray,jeremiahdawson@kirby.net,1003,new york,2024-02-09,2024-09-20,224,128.34,28748.16,paid,,y
BKG-013151,  Joyce York  ,thomasamy@cooper.net,1049,SF,2025-03-06,2025-03-13,7,461.96,3233.72,pending,2,0
BKG-019685,  Crystal Franco  ,oibarra@hotmail.com,1092,NYC,2023-07-27,2024-12-30,522,268.1,139948.2,N/A,N/A,FALSE
BKG-008557,IAN GRAHAM,youngmichael@yahoo.com,1008,nyc,2023-05-21,2023-11-02,165,64.81,10693.65,N/A,,True
BKG-004449,KRISTIN CANTU,michellehernandez@gmail.com,1069,los angeles,2023-12-31,2024-08-05,218,398.11,86787.98,Paid,-1,No
BKG-000907,  Adam Garcia  ,fperez@gmail.com,1063,nyc,2024-11-04,2025-03-27,143,401.41,57401.630000000005,paid,-1,True
BKG-012584,,cferguson@yahoo.com,1042,SF,2025-02-17,2025-05-15,87,333.2,28988.399999999998,PENDING,N/A,n
BKG-018318,laura campos,anthonywalker@thomas.net,1036,New York,2023-12-11,2025-05-07,513,252.21,129383.73000000001,pending,N/A,Yes
BKG-007751,Jesse Nichols,ashleyhall@yahoo.com,1081,NYC,2023-04-25,2025-01-19,635,185.42,117741.7,Unpaid,N/A,1
BKG-016872,Stephen Jackson,hicksdiane@yahoo.com,1040,NYC,2024-09-09,2025-03-12,184,466.84,85898.56,pending,1,n
BKG-008294,samuel campbell,johnscott@hotmail.com,1003,Los Angeles,2024-08-02,2025-02-07,189,410.98,77675.22,pending,N/A,TRUE
BKG-007285,  David Robinson  ,barbara41@doyle-martinez.com,1074,San Francisco,2025-02-19,2025-03-20,29,119.95,3478.55,paid,1,n
BKG-001994,sharon king,murphycarrie@lopez.com,1052,NYC,2024-02-28,2024-03-06,7,309.85,2168.9500000000003,Paid,4,FALSE
BKG-007333,  Jonathan Webb  ,jonesphillip@yahoo.com,1043,San Francisco,2023-11-09,2025-04-08,516,399.46,206121.36,Unpaid,-1,Yes
BKG-001704,MICHAEL GUTIERREZ,imcbride@gmail.com,1003,los angeles,2023-05-20,2023-11-25,189,183.22,34628.58,N/A,-1,n
BKG-019451,  Brandy Allen  ,jim32@harrison.org,1038,los angeles,2023-08-29,2024-09-15,383,184.67,70728.61,Paid,,TRUE
BKG-017390,,melissamarks@yahoo.com,1025,new york,2024-11-12,2025-02-26,106,201.78,21388.68,N/A,-1,n
BKG-007884,Catherine Anderson,,1086,New York,2023-08-12,2024-04-01,233,58.15,13548.949999999999,,-1,0
BKG-014652,Devin Thompson,hproctor@nguyen.com,1060,NYC,2025-02-12,2025-03-28,44,177.66,7817.04,PENDING,2,TRUE
BKG-000977,David Rodriguez,dixonjoel@yahoo.com,1026,NYC,2024-07-08,2024-11-29,144,239.64,34508.159999999996,,6,True
BKG-011364,lisa banks,ballardanita@garrett.com,1068,LA,2024-10-27,2025-01-09,74,87.13,6447.62,pending,,FALSE
BKG-001873,danielle johnson,collinsjulie@hotmail.com,1019,Los Angeles,2024-03-16,2024-03-16,0,385.11,0.0,Unpaid,N/A,y
BKG-011682,  Cameron Davis  ,tiffany96@hotmail.com,1045,NYC,2024-08-24,2024-08-24,0,80.27,0.0,pending,-1,Yes
BKG-017118,  Rachel Villanueva  ,joseph73@gmail.com,1050,New York,2023-11-25,2024-03-12,108,89.17,9630.36,Unpaid,,y
BKG-000621,jacob valentine,higginsryan@wilcox-snyder.com,1050,new york,2024-10-27,2025-01-13,78,137.79,10747.619999999999,PENDING,,0
BKG-018303,carolyn johnson,whorton@yahoo.com,1035,New York,2024-11-07,2025-01-14,68,N/A,error,Paid,,FALSE
BKG-004991,,brittanydonovan@bryant.com,1014,los angeles,2024-08-22,2024-09-15,24,414.95,9958.8,Unpaid,-1,FALSE
BKG-007551,,jameswang@gmail.com,1032,NYC,2023-12-16,2025-04-07,478,65.39,31256.420000000002,paid,6,No
BKG-009042,Teresa French,aguilarjohn@watson.com,1045,new york,2025-01-03,2025-01-23,20,453.08,9061.6,PENDING,N/A,n
BKG-006120,  James Weber  ,eedwards@ryan-wells.info,1099,SF,2024-03-28,2024-11-10,227,105.3,23903.1,PENDING,N/A,Yes
BKG-018115,  Jesse Day  ,langwanda@miller.net,1091,San Fran,2025-01-02,2025-02-08,37,N/A,error,pending,N/A,0
BKG-001153,SUZANNE ALVARADO,jenniferpatel@yahoo.com,1066,NYC,2023-08-03,2024-05-28,299,219.25,65555.75,N/A,,FALSE
BKG-006685,,justin17@gonzales.biz,1061,los angeles,2024-06-03,2024-11-14,164,280.82,46054.479999999996,paid,4,False
BKG-019070,Jennifer Diaz,miguelyork@friedman.com,1093,San Francisco,2024-11-26,2025-01-26,61,101.19,6172.59,Paid,-1,TRUE
BKG-016284,MARK LINDSEY,james65@yahoo.com,1090,NYC,2025-03-29,2025-04-23,25,260.48,6512.0,,,FALSE
BKG-010571,megan kennedy,jacqueline67@frye.com,1012,nyc,2023-10-16,2024-04-17,184,360.85,66396.40000000001,PENDING,1,FALSE
BKG-012932,mary dickerson,cwalker@cunningham-mcclain.org,1049,San Fran,2023-07-19,2024-05-16,302,120.25,36315.5,pending,,1
BKG-015430,tiffany ross,james18@choi.info,1043,Los Angeles,2025-04-16,2025-05-21,35,380.55,13319.25,Unpaid,,TRUE
BKG-002703,Jesus Garcia,lhatfield@gmail.com,1039,New York,2023-11-11,2023-11-11,0,402.95,0.0,Paid,,No
BKG-000586,Joseph Rhodes,ralphneal@figueroa.com,1015,San Francisco,2024-01-29,2024-07-01,154,55.04,8476.16,PENDING,,FALSE
BKG-010907,  Daniel Gilmore  ,jcole@gmail.com,1052,San Francisco,2023-10-13,2024-01-21,100,264.43,26443.0,,,1
BKG-010010,Mike Sims,paula49@galvan.com,1015,LA,2023-06-21,2024-01-16,209,246.44,51505.96,pending,-1,Yes
BKG-011097,anthony cole,charlesmartinez@moore.info,1075,new york,2023-06-13,2025-04-30,687,429.37,294977.19,Unpaid,-1,n
BKG-018826,  Latoya Ortiz  ,awright@larson.com,1024,new york,2025-03-18,2025-04-13,26,333.48,8670.48,N/A,N/A,TRUE
BKG-008203,BARBARA THOMAS,cody06@yahoo.com,1039,LA,2024-01-23,2025-02-25,399,243.52,97164.48000000001,paid,6,0
BKG-014747,,patriciawilliams@rollins-garcia.com,1010,Los Angeles,2024-01-26,2024-01-26,0,401.37,0.0,pending,6,FALSE
BKG-011625,jessica roth,lucasvictoria@camacho.com,1094,SF,2025-01-03,2025-01-10,7,177.5,1242.5,N/A,N/A,False
BKG-013972,alexis tran,laurenmcdaniel@martin.com,1034,nyc,2025-04-07,2025-04-09,2,383.87,767.74,paid,,FALSE
BKG-015987,Jacob Keith,ccabrera@gmail.com,1017,new york,2023-12-22,2024-12-13,357,356.5,127270.5,Unpaid,,False
BKG-011896,AMY FULLER,alan33@hernandez.biz,1034,nyc,2023-07-01,2025-05-03,672,139.36,93649.92000000001,Unpaid,-1,TRUE
BKG-005474,DAVID HAMILTON,wrightchristopher@gmail.com,1016,new york,2024-12-16,2025-02-26,72,489.66,35255.520000000004,pending,2,n
BKG-010515,robert adams,tyler01@parks.com,1088,LA,2023-11-08,2024-12-15,403,116.65,47009.950000000004,Paid,6,TRUE
BKG-012858,sue juarez,thomaspowell@gmail.com,1011,LA,2025-01-03,2025-03-17,73,161.26,11771.98,paid,,TRUE
BKG-007765,TIFFANY WATKINS,yolson@hodges.com,1025,NYC,2025-02-13,2025-05-03,79,229.95,18166.05,PENDING,-1,FALSE
BKG-016690,Kimberly Lane,dcooper@castro.com,1090,San Fran,2025-02-09,2025-04-20,-1,445.1,-445.1,paid,-1,y
BKG-017794,joseph mitchell,,1066,NYC,2025-02-01,2025-05-10,98,288.83,28305.34,PENDING,,No
BKG-011160,  Matthew Lewis  ,jason89@yahoo.com,1100,San Francisco,2024-06-02,2025-01-14,226,363.47,82144.22,N/A,-1,1
BKG-008018,  Daniel Brown  ,sullivanaaron@brady.com,1090,los angeles,2024-07-18,2025-01-17,183,392.84,71889.72,pending,-1,True
BKG-011742,joshua sharp,bhernandez@duran.com,1020,los angeles,2023-06-05,2024-07-22,413,397.71,164254.22999999998,N/A,1,FALSE
BKG-014456,  Destiny Gutierrez  ,fhamilton@welch.info,1074,San Francisco,2024-09-24,2025-04-25,213,77.68,16545.84,N/A,-1,False
BKG-000852,PATRICK ADKINS,vjenkins@yahoo.com,1080,San Fran,2024-12-18,2025-04-22,-1,447.58,-447.58,paid,,TRUE
BKG-009119,Shannon Torres,evansmichael@allen.com,1082,new york,2025-03-22,2025-05-03,42,206.33,8665.86,paid,,No
BKG-013954,,cassandra88@hotmail.com,1099,nyc,2023-09-08,2025-04-18,588,484.61,284950.68,,,No
BKG-002935,Leslie Pratt,brockfelicia@gmail.com,1093,Los Angeles,2025-04-08,04-15-2025,7,385.97,2701.79,pending,6,False
BKG-018825,Nathaniel Brown,lmoore@gmail.com,1004,nyc,2023-07-01,2025-04-07,646,430.32,277986.72,,-1,False
BKG-011752,angela hoffman,michael54@gmail.com,1027,New York,2025-03-08,2025-03-08,0,76.53,0.0,,6,y
BKG-019496,TAMMY MILLER,beckkayla@yahoo.com,1058,new york,2024-11-23,2025-01-12,50,346.66,17333.0,PENDING,-1,False
BKG-001339,joseph garza,ucarrillo@gibson.org,1029,SF,2024-06-19,2024-10-09,112,78.47,8788.64,,4,0
BKG-008267,juan ballard,jamie59@harvey-keith.com,1005,nyc,2023-09-19,2024-07-06,291,211.8,61633.8,pending,N/A,y
BKG-016222,,davidsonnathan@yahoo.com,1085,nyc,2025-04-04,2025-04-29,25,161.63,4040.75,,,y
BKG-010263,MATTHEW BENTLEY,millerangela@yahoo.com,1008,San Francisco,08/09/2023,2025-02-15,526,257.68,135539.68,paid,N/A,No
BKG-018232,,ggonzalez@baker-young.biz,1038,NYC,2024-09-26,2024-12-05,70,149.86,10490.2,Unpaid,,0
BKG-017068,heather ellis,collinssharon@hotmail.com,1084,los angeles,2024-03-06,2024-04-13,38,162.53,6176.14,pending,2,True
BKG-017830,,bushmonica@hotmail.com,1077,nyc,2024-05-07,2025-04-29,357,344.73,123068.61,N/A,N/A,1
BKG-000736,nancy roberts,isabella46@hotmail.com,1076,Los Angeles,2025-01-20,2025-02-23,34,411.97,14006.980000000001,,N/A,TRUE
BKG-018734,Melissa Perkins,perezsamuel@webb.com,1087,LA,2025-01-09,2025-04-08,89,355.71,31658.19,paid,N/A,No
BKG-017204,  Juan Molina  ,mrodriguez@rich.biz,1013,San Fran,2024-10-03,2025-02-06,126,495.13,62386.38,PENDING,6,False
BKG-009226,benjamin lee,kelly82@fernandez-lambert.org,1008,NYC,2024-02-09,2025-03-15,400,281.95,112780.0,pending,N/A,y
BKG-011474,OLIVIA LANG,jamie10@rivera-robinson.org,1005,New York,2024-10-30,2025-03-07,128,135.37,17327.36,Paid,,FALSE
